"GeneID","Description"
"LOC126284254","cytochrome P450 6k1-like"
"LOC126284255","uncharacterized LOC126284255"
"LOC126284264","uncharacterized LOC126284264"
"LOC126284265","RIMS-binding protein 2-like"
"LOC126284267","alpha-tocopherol transfer protein-like"
"LOC126284268","myogenesis-regulating glycosidase-like"
"LOC126284270","uncharacterized LOC126284270"
"LOC126284272","alpha-tocopherol transfer protein-like"
"LOC126284274","basic salivary proline-rich protein 4-like"
"LOC126284275","superoxide dismutase [Cu-Zn]-like"
"LOC126284276","mitotic spindle assembly checkpoint protein MAD2A"
"LOC126284277","uncharacterized LOC126284277"
"LOC126284278","toll-like receptor 13"
"LOC126284279","dynein axonemal intermediate chain 7-like"
"LOC126284284","armadillo repeat-containing protein 2"
"LOC126284286","uncharacterized LOC126284286"
"LOC126284287","uncharacterized LOC126284287"
"LOC126284289","ankyrin repeat domain-containing protein 50-like"
"LOC126284291","prolactin-releasing peptide receptor-like"
"LOC126284295","UDP-glycosyltransferase UGT5-like"
"LOC126284296","DNA replication ATP-dependent helicase/nuclease DNA2"
"LOC126284297","uncharacterized LOC126284297"
"LOC126284298","uncharacterized LOC126284298"
"LOC126284300","uncharacterized LOC126284300"
"LOC126284305","uncharacterized LOC126284305"
"LOC126284312","uncharacterized LOC126284312"
"LOC126284313","uncharacterized LOC126284313"
"LOC126284314","uncharacterized LOC126284314"
"LOC126284315","uncharacterized LOC126284315"
"LOC126284316","uncharacterized LOC126284316"
"LOC126284317","serine/arginine repetitive matrix protein 1-like"
"LOC126284320","cytochrome P450 6j1-like"
"LOC126284322","UDP-glycosyltransferase UGT5-like"
"LOC126284323","uncharacterized LOC126284323"
"LOC126284324","uncharacterized LOC126284324"
"LOC126284326","sodium-coupled monocarboxylate transporter 1-like"
"LOC126284327","fatty acid-binding protein%2C adipocyte-like"
"LOC126284332","uncharacterized LOC126284332"
"LOC126284333","neurotrophin 1"
"LOC126284334","serine protease inhibitor I/II-like"
"LOC126284335","protease inhibitors-like"
"LOC126284336","serine protease inhibitor I/II-like"
"LOC126284338","uncharacterized LOC126284338"
"LOC126284341","lysocardiolipin acyltransferase 1-like"
"LOC126284343","alpha-tocopherol transfer protein-like"
"LOC126284346","la1-like protein 13"
"LOC126284347","fatty acyl-CoA reductase wat-like"
"LOC126284349","uncharacterized LOC126284349"
"LOC126284350","calmodulin-like"
"LOC126284360","uncharacterized LOC126284360"
"LOC126284364","uncharacterized LOC126284364"
"LOC126284367","protease inhibitors-like"
"LOC126284371","tyramine receptor tyra-2"
"LOC126284373","uncharacterized LOC126284373"
"LOC126284375","ankyrin repeat and SOCS box protein 14-like"
"LOC126284379","vanin-like protein 3"
"LOC126284381","acanthoscurrin-1-like"
"LOC126284382","uncharacterized LOC126284382"
"LOC126284383","uncharacterized LOC126284383"
"LOC126284387","arylsulfatase B-like"
"LOC126284388","UDP-glycosyltransferase UGT5-like"
"LOC126284394","netrin receptor UNC5C"
"LOC126284396","uncharacterized LOC126284396"
"LOC126284397","uncharacterized LOC126284397"
"LOC126284403","uncharacterized LOC126284403"
"LOC126284412","serine/threonine-protein kinase BRSK2"
"LOC126284413","protein abnormal spindle-like"
"LOC126284414","uncharacterized LOC126284414"
"LOC126284417","flexible cuticle protein 12-like"
"LOC126284418","uncharacterized LOC126284418"
"LOC126284420","flexible cuticle protein 12-like"
"LOC126284421","endocuticle structural glycoprotein SgAbd-5"
"LOC126284425","endocuticle structural glycoprotein SgAbd-5-like"
"LOC126284426","endocuticle structural protein SgAbd-6"
"LOC126284428","proton-coupled folate transporter-like"
"LOC126284430","uncharacterized LOC126284430"
"LOC126284432","uncharacterized LOC126284432"
"LOC126284446","uncharacterized LOC126284446"
"LOC126284452","UDP-glucosyltransferase 2-like"
"LOC126284457","endocuticle structural glycoprotein SgAbd-9"
"LOC126284459","serine/arginine repetitive matrix protein 1"
"LOC126284460","trichoplein keratin filament-binding protein"
"LOC126284462","peptidoglycan-recognition protein LC-like"
"LOC126284463","peptidoglycan-recognition protein LB-like"
"LOC126284465","uncharacterized LOC126284465"
"LOC126284466","uncharacterized LOC126284466"
"LOC126284470","glucose dehydrogenase [FAD%2C quinone]-like"
"LOC126284471","sodium channel protein Nach-like"
"LOC126284482","jmjC domain-containing histone demethylation protein 1-like"
"LOC126284490","uncharacterized LOC126284490"
"LOC126284491","endocuticle structural glycoprotein ABD-4-like"
"LOC126284496","aquaporin AQPAn.G-like"
"LOC126284498","UDP-glycosyltransferase UGT5-like"
"LOC126284500","uncharacterized LOC126284500"
"LOC126284502","nephrin-like"
"LOC126284507","zinc finger protein 596-like"
"LOC126284512","uncharacterized LOC126284512"
"LOC126284515","mucin-17-like"
"LOC126284516","Down syndrome cell adhesion molecule-like protein Dscam2"
"LOC126284517","Down syndrome cell adhesion molecule-like protein Dscam2"
"LOC126284518","uncharacterized LOC126284518"
"LOC126284525","putative fatty acyl-CoA reductase CG5065"
"LOC126284526","uncharacterized LOC126284526"
"LOC126284530","uncharacterized protein CG3556-like"
"LOC126284536","probable G-protein coupled receptor Mth-like 4"
"LOC126284541","putative fatty acyl-CoA reductase CG5065"
"LOC126284543","scavenger receptor class B member 1-like"
"LOC126284546","uncharacterized LOC126284546"
"LOC126284548","spermine synthase-like"
"LOC126284552","cytochrome P450 6j1-like"
"LOC126284556","uncharacterized LOC126284556"
"LOC126284557","UNC93-like protein"
"LOC126284558","skin secretory protein xP2-like"
"LOC126284559","probable basic-leucine zipper transcription factor N"
"LOC126284565","endocuticle structural glycoprotein SgAbd-8"
"LOC126284566","sodium-coupled monocarboxylate transporter 1-like"
"LOC126284567","cytochrome P450 6k1-like"
"LOC126284570","heparan-alpha-glucosaminide N-acetyltransferase-like"
"LOC126284573","deoxyuridine 5'-triphosphate nucleotidohydrolase-like"
"LOC126284575","uncharacterized LOC126284575"
"LOC126284577","endocuticle structural glycoprotein ABD-4-like"
"LOC126284581","apolipophorin-3b-like"
"LOC126284582","fatty acyl-CoA reductase wat-like"
"LOC126284584","optomotor-blind protein-like"
"LOC126284586","putative ankyrin-containing lipoprotein Lxx09580"
"LOC126284587","putative ankyrin repeat protein RF_0381"
"LOC126284600","uncharacterized LOC126284600"
"LOC126284605","protein takeout-like"
"LOC126284609","uncharacterized LOC126284609"
"LOC126284616","CB1 cannabinoid receptor-interacting protein 1-like"
"LOC126284620","protein sidekick-2-like"
"LOC126284624","paired box protein Pax-5"
"LOC126284625","translation initiation factor IF-2-like"
"LOC126284626","uncharacterized LOC126284626"
"LOC126284629","uncharacterized LOC126284629"
"LOC126284630","extracellular serine/threonine protein kinase four-jointed"
"LOC126284633","uncharacterized LOC126284633"
"LOC126284636","serine protease filzig-like"
"LOC126284639","protein lethal(2)essential for life-like"
"LOC126284640","uncharacterized LOC126284640"
"LOC126284641","sarcoplasmic calcium-binding protein"
"LOC126284648","CARD- and ANK-domain containing inflammasome adapter protein-like"
"LOC126284649","dual specificity protein phosphatase 14-like"
"LOC126284651","PI-PLC X domain-containing protein 1-like"
"LOC126284653","putative fatty acyl-CoA reductase CG8306"
"LOC126284656","protein takeout-like"
"LOC126284657","uncharacterized LOC126284657"
"LOC126284661","uncharacterized LOC126284661"
"LOC126284662","putative fatty acyl-CoA reductase CG5065"
"LOC126284663","uncharacterized LOC126284663"
"LOC126284664","uncharacterized LOC126284664"
"LOC126284666","uncharacterized LOC126284666"
"LOC126284667","NADPH oxidase 4-like"
"LOC126284679","PR domain zinc finger protein 1"
"LOC126284684","cytochrome P450 6j1-like"
"LOC126284686","uncharacterized LOC126284686"
"LOC126284688","WD repeat-containing protein WRAP73-like"
"LOC126284691","lysosome membrane protein 2-like"
"LOC126284692","coiled-coil domain-containing protein 96-like"
"LOC126284693","teneurin-4-like"
"LOC126284694","endocuticle structural glycoprotein SgAbd-5-like"
"LOC126284695","pupal cuticle protein 36-like"
"LOC126284697","uncharacterized LOC126284697"
"LOC126284703","uncharacterized LOC126284703"
"LOC126284704","endocuticle structural glycoprotein ABD-4-like"
"LOC126284707","uncharacterized LOC126284707"
"LOC126284709","5'-nucleotidase-like"
"LOC126284711","endocuticle structural glycoprotein SgAbd-1"
"LOC126284717","5-phosphohydroxy-L-lysine phospho-lyase-like"
"LOC126284721","fatty acid-binding protein%2C muscle-like"
"LOC126284723","fatty acid-binding protein%2C muscle"
"LOC126284726","chymotrypsinogen A-like"
"LOC126284727","chondroitin sulfate N-acetylgalactosaminyltransferase 1"
"LOC126284728","protein takeout-like"
"LOC126284736","protein TonB-like"
"LOC126284739","apoptosis regulatory protein Siva-like"
"LOC126284740","uncharacterized LOC126284740"
"LOC126284741","uncharacterized LOC126284741"
"LOC126284742","carbohydrate sulfotransferase 8-like"
"LOC126284744","uncharacterized LOC126284744"
"LOC126284746","pacifastin-like protease inhibitor cvp4"
"LOC126284747","alpha-tocopherol transfer protein-like"
"LOC126284748","cuticle protein 16.5-like"
"LOC126284752","cuticle protein 16.5-like"
"LOC126284753","selenoprotein S-like"
"LOC126284756","glucose dehydrogenase [FAD%2C quinone]"
"LOC126284758","uncharacterized LOC126284758"
"LOC126284763","uncharacterized LOC126284763"
"LOC126284764","uncharacterized LOC126284764"
"LOC126284765","serine protease inhibitor I/II-like"
"LOC126284768","uncharacterized LOC126284768"
"LOC126284771","U-scoloptoxin(16)-Er12a-like"
"LOC126284774","uncharacterized LOC126284774"
"LOC126284778","EF-hand calcium-binding domain-containing protein 4B-like"
"LOC126284779","uncharacterized LOC126284779"
"LOC126284782","putative fatty acyl-CoA reductase CG5065"
"LOC126284783","uncharacterized LOC126284783"
"LOC126284786","trypsin-2-like"
"LOC126284792","mucin-5AC-like"
"LOC126284795","uncharacterized LOC126284795"
"LOC126284799","pupal cuticle protein 36-like"
"LOC126284801","protein lethal(2)essential for life-like"
"LOC126284802","uncharacterized LOC126284802"
"LOC126284805","uncharacterized LOC126284805"
"LOC126284811","glucose dehydrogenase [FAD%2C quinone]-like"
"LOC126284812","glucose dehydrogenase [FAD%2C quinone]-like"
"LOC126284816","lysosomal alpha-mannosidase-like"
"LOC126284817","protein lethal(2)essential for life-like"
"LOC126284820","lysosome membrane protein 2-like"
"LOC126284821","protein yellow-like"
"LOC126284822","serine protease inhibitor 3"
"LOC126284824","glucose dehydrogenase [FAD%2C quinone]-like"
"LOC126284829","uncharacterized LOC126284829"
"LOC126284830","uncharacterized LOC126284830"
"LOC126284832","uncharacterized LOC126284832"
"LOC126284834","cuticle protein 7"
"LOC126284839","rhomboid-related protein 2-like"
"LOC126284840","serine protease inhibitor I/II-like"
"LOC126284841","protein I'm not dead yet-like"
"LOC126284842","dehydrogenase/reductase SDR family member 11-like"
"LOC126284845","endocuticle structural glycoprotein ABD-5-like"
"LOC126284848","skin secretory protein xP2-like"
"LOC126284849","uncharacterized LOC126284849"
"LOC126284853","uncharacterized LOC126284853"
"LOC126284854","cuticle protein 19.8-like"
"LOC126284855","UDP-glucosyltransferase 2-like"
"LOC126284857","UDP-glycosyltransferase UGT5-like"
"LOC126284858","UDP-glycosyltransferase UGT5-like"
"LOC126284862","UDP-glycosyltransferase UGT5-like"
"LOC126284863","uncharacterized LOC126284863"
"LOC126284865","uncharacterized LOC126284865"
"LOC126284872","fatty acid synthase-like"
"LOC126284874","fatty acyl-CoA reductase wat-like"
"LOC126284877","uncharacterized LOC126284877"
"LOC126284880","choline/ethanolamine kinase"
"LOC126284882","uncharacterized LOC126284882"
"LOC126284883","trypsin delta-like"
"LOC126284885","cuticle protein 19-like"
"LOC126284886","uncharacterized LOC126284886"
"LOC126284887","uncharacterized LOC126284887"
"LOC126284889","fatty acid-binding protein%2C muscle-like"
"LOC126284893","mucin-2-like"
"LOC126284894","fatty acyl-CoA reductase 1-like"
"LOC126284895","uncharacterized LOC126284895"
"LOC126284898","fructose-bisphosphate aldolase-like"
"LOC126284901","cytochrome P450 6j1-like"
"LOC126284902","cytochrome P450 6j1-like"
"LOC126284903","uncharacterized LOC126284903"
"LOC126284905","cuticle protein 19-like"
"LOC126284908","phospholipase A2 inhibitor-like"
"LOC126284910","popeye domain-containing protein 3-like"
"LOC126284914","uncharacterized LOC126284914"
"LOC126284916","uncharacterized LOC126284916"
"LOC126284919","cuticle protein 21-like"
"LOC126284920","calsenilin"
"LOC126284921","brain-specific homeobox protein homolog"
"LOC126284923","pro-resilin-like"
"LOC126284924","uncharacterized LOC126284924"
"LOC126284928","transcription factor ETV7"
"LOC126284930","protein lethal(3)malignant blood neoplasm 1"
"LOC126284935","TWiK family of potassium channels protein 18-like"
"LOC126284936","uncharacterized LOC126284936"
"LOC126284938","galactose mutarotase-like"
"LOC126284941","lithostathine-1-like"
"LOC126284942","protein lethal(2)essential for life-like"
"LOC126284948","fatty acid-binding protein 2-like"
"LOC126284950","farnesol dehydrogenase-like"
"LOC126284951","alpha-tocopherol transfer protein-like"
"LOC126284952","alpha-tocopherol transfer protein-like"
"LOC126284955","cuticle protein 19-like"
"LOC126284956","cell surface glycoprotein 1-like"
"LOC126284963","uncharacterized LOC126284963"
"LOC126284968","uncharacterized LOC126284968"
"LOC126284971","hydroxyproline dehydrogenase-like"
"LOC126284972","alpha-tocopherol transfer protein-like"
"LOC126284977","alpha-tocopherol transfer protein-like"
"LOC126284981","class A basic helix-loop-helix protein 9-like"
"LOC126284983","uncharacterized LOC126284983"
"LOC126284995","glucose dehydrogenase [FAD%2C quinone]-like"
"LOC126284998","chordin-like protein 1"
"LOC126284999","uncharacterized LOC126284999"
"LOC126285004","uncharacterized LOC126285004"
"LOC126285008","uncharacterized LOC126285008"
"LOC126285011","carboxypeptidase N subunit 2"
"LOC126285012","dehydrogenase/reductase SDR family member 11-like"
"LOC126285026","uncharacterized LOC126285026"
"LOC126285031","fatty acyl-CoA reductase 1-like"
"LOC126285032","uncharacterized LOC126285032"
"LOC126285035","blood vessel epicardial substance-like"
"LOC126285044","uncharacterized LOC126285044"
"LOC126285050","esterase FE4-like"
"LOC126285068","galactose mutarotase-like"
"LOC126285073","trypsin beta-like"
"LOC126285089","protein O-mannosyl-transferase TMTC1-like"
"LOC126285092","trypsin-1-like"
"LOC126285102","synaptotagmin-7-like"
"LOC126285109","uncharacterized LOC126285109"
"LOC126285112","uncharacterized LOC126285112"
"LOC126285116","phospholipase A2 hemilipin-like"
"LOC126285136","cytochrome P450 6j1-like"
"LOC126285144","ras-like protein family member 10B"
"LOC126285146","uncharacterized LOC126285146"
"LOC126285150","uncharacterized LOC126285150"
"LOC126285153","uncharacterized LOC126285153"
"LOC126285154","cuticle protein 18.6-like"
"LOC126285155","cyclic nucleotide-gated cation channel alpha-3-like"
"LOC126285156","nascent polypeptide-associated complex subunit alpha%2C muscle-specific form-like"
"LOC126285161","uncharacterized LOC126285161"
"LOC126285163","uncharacterized LOC126285163"
"LOC126285164","uncharacterized LOC126285164"
"LOC126285166","U2 spliceosomal RNA"
"LOC126285182","uncharacterized LOC126285182"
"LOC126285192","histone H1.5-like"
"LOC126285194","probable tubulin polyglutamylase TTLL2"
"LOC126285198","uncharacterized LOC126285198"
"LOC126285199","uncharacterized LOC126285199"
"LOC126285203","sentrin-specific protease 1-like"
"LOC126285206","zinc finger protein 358-like"
"LOC126285213","spidroin-1-like"
"LOC126285221","uncharacterized LOC126285221"
"LOC126285222","protein O-mannosyl-transferase TMTC2-like"
"LOC126285225","pro-neuregulin-2%2C membrane-bound isoform-like"
"LOC126285226","mothers against decapentaplegic homolog 3-like"
"LOC126285228","cytochrome P450 6j1-like"
